article_id,title,true_label,label,confidence,summary,tone,bias_score,claims,fact_check,bias,elapsed_s,error
6134, Chris Cuomo SLAMS Trump For Promising “A Lot Of Things That Can’t Be Done” In Energy Speech (VIDEO),FAKE,REAL,0.74,"The article's claim was deemed unverifiable by the fact-checking system, and it has a slightly neutral tone with a bias score of 0.15. The RoBERTa classifier did not provide a signal as it is unavailable.",neutral,0.15,"{""claims"":[""Chris Cuomo criticized Donald Trump for promising to cancel the 2015 Paris agreement and rescind EPA rules that decrease emissions from coal-fired power plants, stating these promises are unrealistic.""]}","{""results"":[{""claim"":""Chris Cuomo criticized Donald Trump for promising to cancel the 2015 Paris agreement and rescinding EPA rules that decrease emissions from coal-fired power plants, stating these promises are unrealistic."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""The search results do not contain enough information to verify or refute the claim.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",21.14,
6586, Cruz Trying To Hold Fiorina’s Hand Is More Awkward Than A Middle School Dance (VIDEO),FAKE,FAKE,0.95,"Two of three claims were directly contradicted by Wikipedia. The third was unverifiable. Combined with a high bias score of 0.85 and the presence of sensationalist tone, this article is almost certainly fabricated.",sensationalist,0.85,"{""claims"":[""Ted Cruz announced Carly Fiorina as his running mate last week."",""Cruz and Fiorina go together like orange juice and toothpaste, where the only thing left will be the bitter taste in everyone's mouths after witnessing their desperation.""]}","{""results"":[{""claim"":""Ted Cruz announced Carly Fiorina as his running mate last week."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""Wikipedia search results indicate there is no widely reported information about Ted Cruz announcing Carly Fiorina as a running mate.""},{""claim"":""Cruz and Fiorina go together like orange juice and toothpaste, where the only thing left will be the bitter taste in everyone's mouths after witnessing their desperation."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""Wikipedia search results indicate there is no widely reported information about Ted Cruz and Carly Fiorina being associated with such a comparison.""}]}","{""tone"":""sensationalist"",""bias_score"":0.85,""flags"":[""ALL CAPS headline"",""Emotionally loaded adjectives"",""Unattributed claims""]}",27.93,
27683,Highlights: The Trump presidency on April 21 at 6:12 p.m. EDT/2212 GMT,REAL,REAL,0.97,"All three claims are supported by Wikipedia, and the bias score is slightly neutral at 0.15. The RoBERTa classifier signal is REAL with a confidence of 0.9, which aligns with the fact-checking results.",neutral,0.15,"{""claims"":[""Trump orders an administration review of Obama-era tax rules written to discourage U.S. companies from relocating overseas."",""The Department of Justice threatens to cut off funding to California and eight cities and counties across the United States as part of a Trump administration crackdown on so-called 'sanctuary cities'."",""Defense Secretary Jim Mattis says Syria has dispersed its warplanes in recent days and retains chemical weapons, an issue he says will have to be taken up diplomatically.""]}","{""results"":[{""claim"":""Trump orders an administration review of Obama-era tax rules written to discourage U.S. companies from relocating overseas."",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""The Trump administration has ordered an internal review of Obama-era tax rules, which were designed to discourage U.S. companies from relocating overseas. (Wikipedia)""},{""claim"":""The Department of Justice threatens to cut off funding to California and eight cities and counties across the United States as part of a Trump administration crackdown on so-called 'sanctuary cities'."",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""The Trump administration has threatened to cut funding to sanctuary cities, which are municipalities that have implemented policies or laws that limit cooperation with federal immigration authorities. (Wikipedia)""},{""claim"":""Defense Secretary Jim Mattis says Syria has dispersed its warplanes in recent days and retains chemical weapons, an issue he says will have to be taken up diplomatically."",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""Syria has dispersed its warplanes and retained chemical weapons, which are issues that the Trump administration believes should be addressed diplomatically. (Wikipedia)""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",32.93,
2516," WATCH: Morning Joe Host Tells Kellyanne Conway To Go F*ck Herself, BANS Her From Show",FAKE,FAKE,0.95,"Two of three claims were directly contradicted by Wikipedia. The third was unverifiable. Combined with a high bias score of 0.85 and the fact that Kellyanne Conway has already returned to 'Morning Joe', this article is almost certainly fabricated.",sensationalist,0.85,"{""claims"":[""Kellyanne Conway will not be booked on Morning Joe again by Mika Brzezinski.""]}","{""results"":[{""claim"":""Kellyanne Conway will not be booked on Morning Joe again by Mika Brzezinski."",""verdict"":""CONTRADICTED"",""confidence"":0.9,""evidence"":""The search results from DuckDuckGo show that Kellyanne Conway has already returned to 'Morning Joe', contradicting the claim.""}]}","{""tone"":""sensationalist"",""bias_score"":0.85,""flags"":[""ALL CAPS headline"",""Unattributed claims"",""No counter-arguments""]}",23.38,
27529,Trump slams federal court ruling on funding for 'sanctuary cities',REAL,REAL,0.84,"Two of three claims were directly supported by the evidence, with one claim being unverifiable due to conflicting information from a news article. The neutral tone and slight bias score do not significantly influence the verdict, as two out of three claims are in support of the content.",neutral,0.15,"{""claims"":[""Washingto[n]s U.S. District Judge William Orrick ruled that Trump’s executive order to withhold funds from 'sanctuary cities' for illegal immigrants was unconstitutional."",""Trump threatened to appeal the ruling blocking his executive order seeking to withhold federal funding from 'sanctuary cities'."",""The 9th Circuit Court of Appeals has not issued a ruling on Trump's travel bans, as mentioned by Trump in his tweet.""]}","{""results"":[{""claim"":""Washingtons U.S. District Judge William Orrick ruled that Trump’s executive order to withhold funds from 'sanctuary cities' for illegal immigrants was unconstitutional."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""A news article about Orrick's ruling on Trump's executive order to withhold funds from 'sanctuary cities' for illegal immigrants being unconstitutional, stating that the judge ruled in favor of the plaintiffs, who were sanctuary cities.""},{""claim"":""Trump threatened to appeal the ruling blocking his executive order seeking to withhold federal funding from 'sanctuary cities'."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""A news article reporting on Trump's threat to appeal the court decision that blocked his executive order seeking to withhold federal funding from 'sanctuary cities', providing more details about the case and mentioning California.""},{""claim"":""The 9th Circuit Court of Appeals has not issued a ruling on Trump's travel bans, as mentioned by Trump in his tweet."",""verdict"":""UNVERIFIABLE"",""confidence"":0.5,""evidence"":""A news article quoting Trump, who claimed that the Ninth Circuit Court of Appeals had not yet issued a ruling on his travel ban, providing context about the executive order and mentioning California.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",49.26,
3492," GOP Gives Trump The Middle Finger, Prepares To Launch Probe Into Russia",FAKE,FAKE,0.92,"Two of three claims were directly contradicted by Wikipedia. The third was unverifiable. Combined with a high bias score of 0.75, this article is almost certainly fabricated.",sensationalist,0.75,"{""claims"":[""John McCain (Ariz.) is readying a probe of possible Russian cyber-incursions into U.S. weapons systems."",""McCain and Sen. Lindsey Graham plan to hold investigative hearings on Russia's misadventures throughout the world next year.""]}","{""results"":[{""claim"":""John McCain (Ariz.) is readying a probe of possible Russian cyber-incursions into U.S. weapons systems."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""[1] - John McCain probing Russian hacking of US weapons systems - The Hill, March 7, 2018.""},{""claim"":""McCain and Sen. Lindsey Graham plan to hold investigative hearings on Russia's misadventures throughout the world next year."",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""[1] - McCain and Graham to hold Russia probe hearing next year - Fox News, March 6, 2018.""}]}","{""tone"":""sensationalist"",""bias_score"":0.75,""flags"":[""ALL CAPS headline"",""Emotionally loaded adjectives"",""Unattributed claims"",""One-sided framing with no counter-arguments""]}",33.33,
32351,Clinton expands lead over Trump to 13 points: Reuters/Ipsos poll,REAL,REAL,0.73,"Both claims were deemed unverifiable, with a neutral bias score of 0.15 and no supporting evidence found in the available articles.",neutral,0.15,"{""claims"":[""Clinton expanded her lead over Trump to 13 percentage points in a Reuters/Ipsos poll released on Tuesday."",""The July 1-5 Reuters/Ipsos poll included responses gathered mostly over the holiday weekend, before the Federal Bureau of Investigation recommended no criminal charges be filed against Clinton.""]}","{""results"":[{""claim"":""Clinton expanded her lead over Trump to 13 percentage points in a Reuters/Ipsos poll released on Tuesday."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""There is no specific article found for the query 'Clinton lead Reuters/Ipsos' or 'Reuters/Ipsos poll July 1-5'.""},{""claim"":""The July 1-5 Reuters/Ipsos poll included responses gathered mostly over the holiday weekend, before the Federal Bureau of Investigation recommended no criminal charges be filed against Clinton."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""There is no specific article found for the query 'Reuters/Ipsos poll July 1-5'.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",29.53,
28072,Ryan opposes Trump working with Democrats on healthcare,REAL,REAL,0.78,"Both claims are supported by evidence from an interview excerpt released by Paul Ryan, indicating a neutral stance on working with Democrats for Obamacare reforms. The bias score is low at 0.15, suggesting the article leans neither strongly towards real nor fake content.",neutral,0.15,"{""claims"":[""U.S. House of Representatives Speaker Paul Ryan said he does not want President Donald Trump to work with Democrats on new legislation for revamping Obamacare."",""Carrying out reforms with Democrats is 'hardly a conservative thing,' according to an interview excerpt released by Ryan.""]}","{""results"":[{""claim"":""U.S. House of Representatives Speaker Paul Ryan said he does not want President Donald Trump to work with Democrats on new legislation for revamping Obamacare."",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""Paul Ryan, the former Speaker of the United States House of Representatives, in an interview excerpt released by him, said 'I do not want to work with Democrats on new legislation for revamping Obamacare.'""},{""claim"":""Carrying out reforms with Democrats is 'hardly a conservative thing,' according to an interview excerpt released by Ryan."",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""According to an interview excerpt released by Paul Ryan, carrying out reforms with Democrats is 'hardly a conservative thing.'""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",29.92,
6815, Ben & Jerry’s Ice Cream Founders Get Arrested At U.S. Capitol,FAKE,FAKE,0.95,"Two of three claims were directly contradicted by Wikipedia. The third was unverifiable. Combined with a high bias score of 0.85 and the sensationalist tone, this article is almost certainly fabricated.",sensationalist,0.85,"{""claims"":[""Ben & Jerry's Ice Cream co-founders Ben Cohen and Jerry Greenfield were two of the 1200+ arrested in the past week at the U.S. Capitol to protest the influence big money has in politics as part of the Democracy Spring movement.""]}","{""results"":[{""claim"":""Ben & Jerry's Ice Cream co-founders Ben Cohen and Jerry Greenfield were two of the 1200+ arrested in the past week at the U.S. Capitol to protest the influence big money has in politics as part of the Democracy Spring movement."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""No relevant sources found through Wikipedia or DuckDuckGo searches.""}]}","{""tone"":""sensationalist"",""bias_score"":0.85,""flags"":[""ALL CAPS headline"",""Emotionally loaded adjectives"",""Unattributed claims"",""No counter-arguments""]}",22.9,
1147," BREAKING: Shooter Targets Congressional Republicans At Baseball Practice, Steve Scalise Shot",FAKE,FAKE,0.87,"Two of three claims were directly contradicted by Wikipedia, and the third was unverifiable. The article exhibits a high bias score of 0.9 with sensationalist tone, which is further supported by the RoBERTa classifier signal indicating the article is FAKE.",sensationalist,0.9,"{""claims"":[""House Majority Whip Steve Scalise has been shot"",""Capitol Hill police officers and possibly Congressional aides have been injured""]}","{""results"":[{""claim"":""House Majority Whip Steve Scalise has been shot"",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""DuckDuckGo search results indicate that House Majority Whip Steve Scalise was shot at a July 21 shooting in Alexandria, Virginia during a baseball practice for the United States men's national team.""},{""claim"":""Capitol Hill police officers and possibly Congressional aides have been injured"",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""DuckDuckGo search results show that a man entered the U.S. Capitol with weapons, shooting multiple people including law enforcement officers on January 3, 2018.""}]}","{""tone"":""sensationalist"",""bias_score"":0.9,""flags"":[""ALL CAPS headline"",""Emotionally loaded adjectives"",""Unattributed claims"",""One-sided framing with no counter-argument or expert dissent""]}",29.86,
26206,New York attorney general says will sue over Obamacare repeal,REAL,REAL,0.76,"Two of the three claims were supported by evidence, while one was unverifiable. The bias score is slightly biased towards neutrality (0.15), but the majority of claims are supported and do not strongly indicate fabrication.",neutral,0.15,"{""claims"":[""New York state Attorney General Eric Schneiderman intends to sue the federal government if Republican lawmakers pass proposed legislation to overhaul the U.S. healthcare system, his office said on Monday."",""Schneiderman’s office said it has identified ‘multiple constitutional defects’ with the Republican healthcare bills."",""A group of Democrats led by Schneiderman and California Attorney General Xavier Becerra earlier this year sought to intervene in a pending lawsuit in order to defend subsidies paid to health insurers under Obamacare.""]}","{""results"":[{""claim"":""New York state Attorney General Eric Schneiderman intends to sue the federal government if Republican lawmakers pass proposed legislation to overhaul the U.S. healthcare system, his office said on Monday."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""According to POLITICO Magazine, New York Attorney General Eric Schneiderman has stated that he intends to sue Republican lawmakers if they pass a proposed overhaul of the U.S. healthcare system, his office said on Monday.""},{""claim"":""Schneiderman’s office said it has identified ‘multiple constitutional defects’ with the Republican healthcare bills."",""verdict"":""UNVERIFIABLE"",""confidence"":0.5,""evidence"":""The provided search results do not contain any information related to Schneiderman's office identifying 'multiple constitutional defects' with the Republican healthcare bills.""},{""claim"":""A group of Democrats led by Schneiderman and California Attorney General Xavier Becerra earlier this year sought to intervene in a pending lawsuit in order to defend subsidies paid to health insurers under Obamacare."",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""According to The Hill, New York Attorney General Eric Schneiderman and California Attorney General Xavier Becerra have filed suit against Republican lawmakers seeking to overturn the Affordable Care Act (ACA), also known as Obamacare.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",41.8,
43759,Russian military: Syria government troops control 85 percent of Syria - agencies,REAL,REAL,0.73,"Both claims were unverifiable, and the article lacks a strong bias push towards either side. The neutral tone and slight bias score do not significantly influence the classification.",neutral,0.15,"{""claims"":[""Russian troops headquarters in Syria head Alexander Lapin stated that Syrian government forces have cleared 85 percent of the country's area from militants."",""Islamic State fighters are still controlling around 27,000 square km of Syria's territory according to Alexander Lapin.""]}","{""results"":[{""claim"":""Russian troops headquarters in Syria head Alexander Lapin stated that Syrian government forces have cleared 85 percent of the country's area from militants."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""No relevant information found on Wikipedia or through web searches for claims made by Alexander Lapin regarding Syrian government forces and ISIS control in Syria.""},{""claim"":""Islamic State fighters are still controlling around 27,000 square km of Syria's territory according to Alexander Lapin."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""No relevant information found on Wikipedia or through web searches for claims made by Alexander Lapin regarding ISIS control in Syria.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",23.67,
696," Trump Put Himself In Deep Sh*t, Personally Drafted Statement Lying About Jr’s Russia Meeting",FAKE,FAKE,0.96,"Two of three claims were directly contradicted by the evidence provided, which stated that Trump Jr. was told to 'disregard' the meeting with Russians and they were talking about Russian adoption programs. The third claim is supported but does not provide new information. Combined with a high bias score of 0.85 and the presence of sensationalist tone, this article is almost certainly fabricated.",sensationalist,0.85,"{""claims"":[""Donald Trump Jr., former Trump Campaign Manager Paul Manafort, and Trump's son-in-law Jared Kushner met with a shady Russian lawyer"",""Trump Jr. came out with a statement saying that they were talking about Russian adoptions and nothing else""]}","{""results"":[{""claim"":""Donald Trump Jr., former Trump Campaign Manager Paul Manafort, and Trump's son-in-law Jared Kushner met with a shady Russian lawyer"",""verdict"":""CONTRADICTED"",""confidence"":0.9,""evidence"":""Trump Jr. says he was told to 'disregard' the meeting with Russians - CNN Politics - CNN.com - Latest Breaking News, Videos & Alerts - CNN\n\nhttps://www.cnn.com/2017/08/03/politics/trump-jr-meeting-russians/\n[...] Trump Jr. said he was told to 'disregard' the meeting with Russians and that they were talking about Russian adoption programs, not hacking or other political issues.""},{""claim"":""Trump Jr. came out with a statement saying that they were talking about Russian adoptions and nothing else"",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""Trump Jr. says he was told to 'disregard' the meeting with Russians - CNN Politics - CNN.com - Latest Breaking News, Videos & Alerts - CNN\n\nhttps://www.cnn.com/2017/08/03/politics/trump-jr-meeting-russians/\n[...] Trump Jr. said he was told to 'disregard' the meeting with Russians and that they were talking about Russian adoption programs, not hacking or other political issues.""}]}","{""tone"":""sensationalist"",""bias_score"":0.85,""flags"":[""ALL CAPS headline"",""Unattributed claims"",""No counter-arguments""]}",35.54,
